48,7/26/2020,1:45 PM,12,3,35,10
49,7/9/2021,1:45 PM,7,63,29,4
50,9/14/2019,6:30 AM,2,38,32,7
51,11/12/2021,1:45 PM,4,16,4,10
52,12/3/2021,6:30 AM,7,55,92,8
53,5/24/2023,6:30 AM,2,56,26,13
54,3/2/2019,6:30 AM,5,37,66,3
55,3/9/2022,1:45 PM,13,33,39,3
56,12/16/2019,8:20 PM,7,67,28,8
57,8/8/2022,1:45 PM,7,28,6,3
58,3/25/2022,1:45 PM,10,94,72,3
59,7/13/2019,8:20 PM,5,52,16,15
60,5/6/2019,8:20 PM,1,69,9,12
61,12/1/2023,12:00 AM,15,68,78,7
62,9/29/2020,6:30 AM,6,43,44,11
63,9/4/2021,1:45 PM,6,72,38,8
64,7/12/2019,12:00 AM,4,45,73,8
65,1/21/2022,12:00 AM,8,73,6,7
66,11/4/2022,12:00 AM,8,82,20,6
67,8/26/2021,12:00 AM,5,82,51,14
68,6/11/2019,12:00 AM,5,15,82,15
69,1/27/2020,8:20 PM,13,23,36,5
70,4/2/2021,8:20 PM,1,34,20,4
71,12/10/2022,1:45 PM,10,92,8,11
72,5/6/2022,12:00 AM,1,96,48,5
73,1/2/2019,8:20 PM,3,51,15,7
74,1/24/2022,8:20 PM,2,61,93,10
75,9/2/2019,1:45 PM,2,12,2,11
76,11/6/2019,12:00 AM,15,41,8,3
77,8/6/2019,12:00 AM,12,52,12,9
78,2/16/2022,6:30 AM,13,78,91,10
79,4/12/2020,12:00 AM,5,10,68,11
80,6/27/2020,6:30 AM,5,65,57,10
81,3/28/2023,1:45 PM,9,80,17,15
82,4/20/2023,12:00 AM,13,45,58,7
83,7/17/2023,1:45 PM,15,3,43,11
84,1/10/2021,8:20 PM,10,75,44,2
85,10/5/2019,8:20 PM,1,51,84,8
86,11/13/2023,12:00 AM,15,85,36,12
87,7/15/2019,6:30 AM,7,44,78,2
88,4/9/2022,12:00 AM,3,94,27,12
89,11/3/2020,8:20 PM,10,12,100,8
90,5/7/2019,1:45 PM,11,91,79,7
91,3/28/2022,1:45 PM,3,97,19,9
92,1/12/2022,6:30 AM,15,75,89,9
93,3/7/2020,6:30 AM,11,89,47,5
94,10/30/2021,6:30 AM,11,21,58,8
95,12/29/2021,12:00 AM,14,81,54,3
96,12/8/2023,1:45 PM,11,49,96,13
97,12/15/2021,12:00 AM,1,33,81,6
98,12/5/2022,1:45 PM,3,55,58,13
99,12/4/2020,1:45 PM,8,94,97,14
100,8/26/2022,1:45 PM,15,51,38,12
101,3/18/2021,12:00 AM,1,57,89,6
102,12/25/2023,6:30 AM,1,11,17,14
103,11/11/2022,1:45 PM,14,81,83,2
104,4/16/2020,12:00 AM,8,42,47,7
105,11/6/2023,12:00 AM,8,42,38,6
106,5/15/2022,6:30 AM,5,62,81,3
107,4/5/2023,1:45 PM,4,40,31,2
108,9/6/2023,12:00 AM,2,82,4,14
109,7/4/2023,6:30 AM,10,44,95,12
110,6/23/2023,6:30 AM,4,66,30,1
111,9/16/2021,8:20 PM,11,45,68,7
112,12/10/2019,12:00 AM,4,34,32,12
113,2/19/2022,12:00 AM,6,12,94,2
114,5/17/2021,6:30 AM,5,8,77,6
115,7/23/2020,12:00 AM,5,23,99,4
116,9/30/2019,12:00 AM,13,40,29,9
117,4/20/2022,12:00 AM,13,18,67,13
118,12/19/2020,6:30 AM,15,68,52,13
119,6/11/2021,6:30 AM,8,24,27,6
120,12/14/2020,12:00 AM,15,2,77,10
121,7/20/2022,12:00 AM,3,96,36,10
122,9/21/2022,12:00 AM,12,87,85,10
123,3/18/2023,12:00 AM,7,44,92,4
124,10/9/2020,1:45 PM,3,55,62,14
125,8/7/2023,12:00 AM,7,65,65,1
126,4/18/2023,8:20 PM,14,94,25,10
127,10/2/2020,6:30 AM,6,9,85,3
128,6/22/2022,8:20 PM,5,67,52,2
129,3/11/2020,6:30 AM,15,33,7,1
130,10/6/2022,1:45 PM,5,75,56,3
131,3/21/2022,12:00 AM,15,27,15,5
132,2/13/2022,6:30 AM,12,42,4,12
133,1/28/2020,12:00 AM,1,39,21,9
134,5/3/2019,6:30 AM,3,20,60,2
135,2/5/2019,6:30 AM,12,35,90,6
136,8/21/2019,12:00 AM,9,51,40,4
137,1/20/2021,1:45 PM,5,29,40,2
138,6/24/2022,8:20 PM,3,35,86,14
139,4/9/2023,8:20 PM,8,98,51,13
140,11/11/2021,8:20 PM,1,74,34,14
141,12/26/2021,12:00 AM,15,53,68,4
142,7/24/2021,12:00 AM,11,15,89,11
143,8/5/2019,1:45 PM,8,90,57,15
144,2/28/2019,12:00 AM,12,65,36,10
145,3/28/2019,8:20 PM,3,62,79,15
146,10/21/2019,12:00 AM,10,16,39,8
147,1/25/2021,6:30 AM,9,31,31,2
148,3/3/2020,12:00 AM,15,72,20,11
149,6/23/2021,6:30 AM,14,55,54,2
150,12/27/2021,6:30 AM,12,54,15,3
151,12/6/2019,6:30 AM,10,40,44,6
152,10/11/2019,6:30 AM,3,87,5,14
153,7/25/2021,12:00 AM,4,92,55,5
154,8/17/2022,12:00 AM,1,81,49,4
155,2/20/2022,6:30 AM,10,2,74,1
156,12/20/2023,12:00 AM,4,47,66,15
157,9/18/2022,8:20 PM,2,76,6,8
158,2/9/2019,8:20 PM,15,62,8,11
159,12/27/2020,12:00 AM,13,99,43,6
160,6/8/2023,1:45 PM,14,96,8,10
161,4/23/2023,12:00 AM,1,46,64,11
162,5/20/2022,1:45 PM,15,55,30,14
163,10/15/2022,6:30 AM,8,40,2,4
164,8/26/2021,8:20 PM,9,71,52,11
165,9/26/2021,8:20 PM,13,39,4,8
166,8/9/2023,6:30 AM,14,77,16,9
167,12/6/2023,8:20 PM,4,7,78,11
168,7/15/2021,6:30 AM,8,66,10,15
169,2/9/2021,8:20 PM,8,63,31,6
170,5/12/2019,1:45 PM,11,90,16,2
171,5/21/2021,6:30 AM,10,29,23,6
172,10/21/2019,12:00 AM,4,41,38,9
173,11/15/2019,1:45 PM,6,67,50,7
174,10/9/2020,12:00 AM,10,45,86,8
175,4/19/2023,1:45 PM,1,20,6,12
176,2/14/2022,12:00 AM,12,63,75,2
177,8/21/2020,12:00 AM,3,76,77,8
178,4/10/2020,1:45 PM,14,62,1,5
179,11/4/2019,6:30 AM,5,30,75,14
180,10/31/2023,6:30 AM,11,61,89,8
181,11/17/2022,8:20 PM,12,17,12,1
182,3/21/2020,12:00 AM,5,63,31,13
183,1/23/2020,6:30 AM,7,11,75,10
184,3/30/2021,1:45 PM,5,44,10,10
185,10/7/2020,12:00 AM,7,70,85,13
186,7/24/2019,8:20 PM,10,91,93,10
187,3/16/2020,1:45 PM,11,24,69,14
188,9/10/2023,12:00 AM,2,70,61,7
189,1/9/2023,6:30 AM,12,3,37,14
190,12/15/2019,12:00 AM,1,23,83,1
191,8/6/2023,6:30 AM,4,74,78,11
192,12/3/2023,1:45 PM,7,18,37,12
193,7/21/2021,1:45 PM,13,36,88,4
194,4/6/2022,1:45 PM,10,5,82,12
195,10/3/2019,6:30 AM,13,71,17,1
196,1/23/2022,8:20 PM,9,92,37,2
197,5/21/2020,1:45 PM,4,10,71,15
198,5/3/2021,1:45 PM,1,96,12,3
199,7/1/2019,8:20 PM,4,65,91,8
200,8/8/2020,8:20 PM,12,78,7,12
201,2/3/2019,12:00 AM,14,53,70,12
202,8/21/2022,12:00 AM,12,10,51,8
203,5/17/2021,8:20 PM,15,95,2,1
204,4/20/2019,6:30 AM,13,17,12,5
205,10/27/2020,8:20 PM,9,79,100,7
206,10/15/2019,12:00 AM,4,78,12,8
207,3/7/2021,1:45 PM,2,30,27,7
208,2/5/2022,12:00 AM,2,27,59,4
209,12/24/2019,8:20 PM,14,37,53,7
210,9/23/2019,8:20 PM,11,17,81,3
211,1/25/2023,8:20 PM,5,43,3,10
212,5/26/2023,8:20 PM,13,71,14,7
213,8/22/2021,6:30 AM,6,100,63,13
214,7/7/2023,8:20 PM,2,5,39,4
215,4/5/2023,6:30 AM,8,57,27,10
216,10/12/2020,8:20 PM,13,35,72,15
217,9/7/2020,1:45 PM,9,96,2,9
218,6/8/2019,1:45 PM,7,43,82,9
219,6/20/2020,12:00 AM,12,8,83,5
220,1/2/2020,12:00 AM,1,8,62,4
221,11/12/2020,6:30 AM,12,17,56,5
222,8/17/2023,6:30 AM,15,64,28,13
223,11/29/2020,8:20 PM,3,50,50,4
224,4/10/2023,1:45 PM,5,52,10,11
225,4/1/2023,12:00 AM,10,93,55,8
226,2/24/2022,12:00 AM,12,23,20,12
227,9/22/2020,12:00 AM,12,66,78,10
228,8/13/2023,8:20 PM,1,66,63,3
229,10/20/2021,6:30 AM,5,37,92,12
230,10/24/2022,8:20 PM,9,83,100,6
231,5/10/2023,12:00 AM,8,40,74,2
232,2/15/2021,8:20 PM,8,34,26,8
233,3/23/2021,12:00 AM,8,19,7,14
234,1/3/2019,8:20 PM,14,22,22,6
235,5/13/2021,6:30 AM,12,60,29,8
236,4/12/2020,1:45 PM,13,17,84,13
237,2/11/2022,6:30 AM,5,18,18,12
238,4/19/2023,1:45 PM,10,15,1,3
239,3/11/2019,1:45 PM,10,21,52,12
240,8/21/2022,12:00 AM,13,94,46,13
241,10/21/2019,6:30 AM,2,51,30,4
242,8/24/2023,8:20 PM,15,12,14,13
243,5/20/2019,12:00 AM,14,69,24,3
244,6/5/2022,6:30 AM,15,69,98,9
245,8/20/2021,6:30 AM,4,80,73,9
246,7/18/2021,6:30 AM,3,92,4,7
247,10/21/2019,12:00 AM,3,12,47,4
248,3/25/2022,8:20 PM,13,69,49,13
249,12/11/2023,8:20 PM,5,71,40,2
250,9/30/2022,8:20 PM,2,5,15,14
251,1/6/2023,8:20 PM,3,47,76,4
252,10/21/2023,8:20 PM,5,2,99,8
253,8/18/2021,6:30 AM,5,56,13,1
254,8/27/2023,6:30 AM,12,39,32,13
255,1/26/2022,6:30 AM,3,75,86,7
256,11/17/2019,8:20 PM,14,25,57,5
257,6/21/2021,1:45 PM,7,4,2,6
258,9/1/2022,6:30 AM,7,100,39,1
259,4/20/2022,12:00 AM,3,39,25,11
260,2/21/2022,1:45 PM,14,22,96,6
261,3/13/2020,8:20 PM,6,78,30,8
262,2/10/2020,6:30 AM,14,75,86,8
263,11/2/2021,6:30 AM,14,26,100,7
264,8/22/2021,8:20 PM,1,91,86,6
265,2/26/2021,12:00 AM,14,72,20,12
266,8/12/2020,8:20 PM,15,31,45,12
267,1/26/2020,8:20 PM,12,64,9,3
268,8/23/2023,8:20 PM,9,20,75,12
269,6/26/2020,8:20 PM,6,5,46,4
270,8/9/2019,6:30 AM,14,37,100,13
271,11/17/2020,1:45 PM,11,75,26,13
272,8/8/2020,1:45 PM,6,3,30,9
273,2/23/2023,12:00 AM,11,77,19,1
274,9/25/2020,1:45 PM,14,74,21,9
275,4/1/2020,8:20 PM,7,77,96,12
276,10/17/2019,8:20 PM,12,96,28,10
277,7/10/2020,1:45 PM,12,63,38,10
278,10/18/2021,12:00 AM,7,23,100,3
279,8/11/2021,1:45 PM,8,16,64,14
280,5/7/2022,12:00 AM,2,18,77,13
281,9/28/2020,6:30 AM,4,59,51,4
282,5/20/2023,12:00 AM,12,73,7,1
283,10/7/2019,1:45 PM,3,90,25,4
284,6/27/2023,6:30 AM,8,50,25,9
285,9/13/2019,8:20 PM,5,47,71,5
286,5/3/2020,1:45 PM,11,41,86,10
287,8/19/2023,6:30 AM,8,80,17,8
288,6/3/2021,6:30 AM,12,10,97,13
289,11/12/2020,8:20 PM,11,74,75,4
290,2/25/2022,8:20 PM,3,33,94,2
291,8/14/2023,1:45 PM,1,81,8,8
292,2/4/2020,12:00 AM,8,69,77,10
293,7/23/2021,12:00 AM,4,92,88,3
294,7/20/2023,6:30 AM,13,1,84,9
295,9/29/2022,8:20 PM,13,28,81,12
296,10/3/2022,6:30 AM,8,35,56,9
297,5/31/2023,1:45 PM,8,92,12,14
298,4/5/2022,1:45 PM,8,39,83,14
299,9/23/2022,1:45 PM,12,45,93,8
300,10/9/2023,8:20 PM,15,76,5,9
301,10/3/2021,12:00 AM,6,56,9,7
302,10/21/2023,8:20 PM,12,98,5,15
303,6/25/2020,8:20 PM,2,53,61,14
304,3/27/2019,6:30 AM,14,34,6,10
305,6/15/2020,8:20 PM,4,3,61,13
306,2/12/2019,12:00 AM,11,58,95,1
307,8/22/2021,6:30 AM,11,65,21,11
308,8/20/2020,1:45 PM,4,41,71,3
309,4/18/2020,1:45 PM,15,3,14,10
310,11/7/2020,1:45 PM,13,6,42,6
311,3/21/2022,8:20 PM,3,59,15,9
312,2/3/2023,6:30 AM,10,21,23,11
313,8/28/2021,6:30 AM,2,25,32,10
314,10/7/2022,8:20 PM,1,61,25,9
315,1/26/2020,12:00 AM,8,92,62,6
316,3/27/2019,6:30 AM,8,20,69,8
317,1/28/2021,8:20 PM,8,79,61,10
318,8/30/2021,12:00 AM,4,97,15,8
319,9/18/2023,8:20 PM,14,58,70,2
320,5/21/2021,12:00 AM,7,42,52,11
321,3/13/2021,6:30 AM,14,73,67,3
322,4/2/2022,12:00 AM,2,54,61,12
323,4/19/2019,8:20 PM,12,97,99,11
324,2/14/2022,12:00 AM,5,81,98,15
325,2/6/2021,1:45 PM,13,55,11,15
326,11/7/2022,8:20 PM,8,28,95,7
327,10/29/2023,1:45 PM,4,23,1,6
328,6/26/2021,6:30 AM,15,5,57,12
329,4/17/2020,8:20 PM,13,24,12,7
330,4/2/2019,12:00 AM,3,40,31,11
331,12/26/2019,8:20 PM,10,22,60,8
332,6/13/2023,1:45 PM,14,62,63,6
333,11/21/2023,12:00 AM,1,31,23,9
334,9/21/2020,8:20 PM,7,49,86,6
335,5/8/2022,12:00 AM,3,4,40,2
336,2/23/2019,1:45 PM,3,73,30,12
337,4/1/2023,1:45 PM,4,89,26,6
338,1/10/2021,12:00 AM,13,65,7,6
339,6/24/2020,6:30 AM,15,20,40,10
340,8/12/2019,6:30 AM,10,88,83,1
341,6/2/2022,1:45 PM,11,66,29,12
342,2/4/2022,1:45 PM,8,22,88,11
343,1/15/2022,12:00 AM,9,30,26,5
344,8/1/2020,12:00 AM,8,65,6,15
345,3/10/2023,6:30 AM,2,89,32,6
346,5/17/2020,12:00 AM,4,11,23,14
347,3/18/2020,12:00 AM,5,76,23,1
348,5/22/2021,12:00 AM,2,12,94,14
349,12/23/2022,6:30 AM,3,53,23,3
350,2/17/2023,8:20 PM,7,70,71,4
351,2/13/2022,8:20 PM,8,64,51,1
352,4/4/2022,12:00 AM,11,80,16,14
353,2/26/2021,12:00 AM,12,42,87,10
354,4/27/2021,8:20 PM,11,64,47,15
355,8/13/2021,8:20 PM,1,40,95,7
356,7/1/2021,8:20 PM,1,90,26,14
357,9/2/2019,6:30 AM,12,87,85,9
358,5/2/2022,1:45 PM,9,91,73,4
359,2/22/2022,1:45 PM,8,6,86,11
360,7/26/2019,6:30 AM,3,58,33,8
361,6/22/2023,12:00 AM,7,92,53,4
362,8/5/2019,8:20 PM,14,62,18,1
363,8/2/2023,12:00 AM,6,30,26,12
364,5/31/2022,12:00 AM,2,65,7,3
365,2/11/2023,6:30 AM,13,6,21,12
366,6/16/2023,8:20 PM,5,2,100,2
367,12/18/2019,8:20 PM,13,47,96,7
368,4/6/2022,1:45 PM,7,50,2,14
369,11/6/2019,1:45 PM,10,44,86,15
370,10/16/2019,6:30 AM,2,67,38,8
371,4/30/2023,6:30 AM,5,56,44,10
372,6/8/2019,6:30 AM,10,76,96,2
373,4/27/2023,6:30 AM,1,55,93,2
374,4/24/2022,8:20 PM,11,75,21,3
375,7/21/2021,12:00 AM,1,17,56,1
376,11/8/2021,1:45 PM,14,40,67,5
377,4/1/2020,1:45 PM,5,32,21,7
378,12/3/2023,6:30 AM,8,78,55,4
379,4/15/2019,1:45 PM,9,63,56,15
380,11/25/2022,12:00 AM,11,60,54,4
381,9/30/2022,12:00 AM,10,26,40,9
382,2/23/2021,8:20 PM,9,4,41,2
383,12/7/2019,1:45 PM,2,49,95,7
384,8/25/2020,8:20 PM,1,68,5,15
385,4/13/2023,8:20 PM,13,22,68,15
386,5/7/2022,8:20 PM,13,2,11,8
387,3/17/2021,8:20 PM,1,53,16,11
388,4/28/2020,6:30 AM,14,80,35,3
389,8/30/2023,8:20 PM,7,50,36,5
390,11/27/2021,1:45 PM,6,33,75,9
391,6/29/2020,12:00 AM,14,20,95,12
392,9/23/2022,6:30 AM,15,41,41,11
393,1/24/2022,1:45 PM,14,15,22,1
394,11/27/2019,12:00 AM,9,76,50,2
395,1/29/2019,8:20 PM,10,87,50,14
396,6/22/2022,1:45 PM,3,70,9,8
397,9/11/2021,6:30 AM,15,23,88,12
398,7/27/2020,8:20 PM,9,2,50,1
399,9/21/2021,1:45 PM,6,27,76,8
400,6/18/2020,6:30 AM,12,15,100,4
401,6/5/2020,6:30 AM,1,80,75,14
402,3/29/2021,6:30 AM,6,63,91,9
403,4/3/2021,1:45 PM,3,88,67,15
404,3/20/2020,12:00 AM,12,54,94,14
405,10/23/2022,12:00 AM,1,21,62,12
406,4/14/2022,6:30 AM,12,82,14,5
407,3/14/2021,1:45 PM,2,82,13,15
408,2/2/2023,6:30 AM,5,61,12,3
409,1/27/2023,1:45 PM,3,55,2,9
410,4/13/2022,1:45 PM,10,64,97,14
411,2/14/2021,1:45 PM,4,66,40,6
412,8/10/2022,1:45 PM,15,75,20,8
413,4/14/2019,6:30 AM,9,66,61,14
414,10/27/2021,12:00 AM,2,15,80,2
415,11/18/2019,12:00 AM,3,69,4,13
416,12/11/2023,8:20 PM,6,14,89,13
417,3/21/2022,6:30 AM,11,88,44,11
418,10/22/2022,1:45 PM,13,59,98,10
419,11/8/2020,8:20 PM,7,12,95,3
420,11/23/2020,8:20 PM,11,100,21,1
421,8/24/2022,12:00 AM,2,8,79,9
422,8/31/2020,12:00 AM,5,19,55,12
423,5/18/2022,6:30 AM,1,83,50,9
424,8/7/2021,12:00 AM,10,24,56,3
425,1/8/2019,1:45 PM,7,55,87,11
426,6/27/2022,12:00 AM,11,82,57,4
427,5/28/2020,12:00 AM,1,68,22,3
428,4/20/2021,8:20 PM,14,21,51,6
429,12/10/2020,1:45 PM,5,9,97,3
430,6/3/2022,8:20 PM,14,4,89,13
431,3/14/2019,12:00 AM,3,64,97,4
432,9/4/2020,8:20 PM,13,90,77,4
433,12/14/2023,8:20 PM,15,36,26,4
434,3/11/2020,8:20 PM,2,56,95,7
435,9/20/2023,6:30 AM,10,3,15,10
436,5/17/2022,8:20 PM,11,69,54,7
437,2/14/2022,12:00 AM,10,55,87,10
438,7/2/2020,1:45 PM,2,45,89,2
439,8/18/2023,6:30 AM,10,86,12,1
440,12/29/2019,8:20 PM,11,35,46,10
441,10/8/2019,6:30 AM,13,36,91,9
442,4/14/2019,8:20 PM,7,38,72,7
443,7/31/2022,1:45 PM,3,35,39,8
444,4/19/2019,6:30 AM,10,79,95,3
445,10/7/2022,1:45 PM,4,35,36,14
446,2/15/2021,6:30 AM,14,96,26,5
447,11/22/2021,1:45 PM,15,43,68,6
448,11/29/2020,1:45 PM,15,43,90,14
449,1/15/2020,1:45 PM,12,78,13,10
450,5/30/2023,8:20 PM,5,53,81,14
451,12/28/2021,1:45 PM,7,93,38,13
452,9/7/2023,1:45 PM,7,93,44,15
453,8/5/2020,1:45 PM,13,62,9,11
454,6/15/2021,1:45 PM,10,30,2,13
455,8/28/2021,1:45 PM,1,89,8,3
456,9/6/2020,12:00 AM,15,9,36,10
457,7/31/2019,8:20 PM,14,32,55,2
458,3/6/2022,8:20 PM,10,41,54,12
459,10/3/2019,8:20 PM,4,14,71,14
460,3/1/2020,12:00 AM,9,68,92,8
461,2/22/2019,1:45 PM,15,89,93,5
462,8/18/2021,1:45 PM,8,81,28,7
463,10/25/2020,8:20 PM,6,34,4,9
464,6/17/2022,1:45 PM,2,91,48,1
465,8/16/2022,12:00 AM,4,61,31,11
466,11/22/2019,12:00 AM,13,72,65,3
467,4/3/2022,12:00 AM,8,7,72,8
468,4/1/2021,8:20 PM,6,24,28,1
469,1/25/2019,12:00 AM,12,89,1,13
470,12/25/2021,1:45 PM,1,30,74,9
471,1/4/2023,1:45 PM,11,75,34,14
472,8/19/2021,6:30 AM,12,74,24,10
473,2/7/2023,12:00 AM,13,20,7,9
474,10/2/2020,6:30 AM,10,66,39,3
475,1/21/2021,8:20 PM,14,57,4,3
476,1/22/2021,12:00 AM,3,69,24,3
477,12/15/2019,1:45 PM,8,17,44,15
478,9/30/2020,8:20 PM,2,27,59,14
479,10/28/2020,1:45 PM,4,93,34,6
480,11/23/2022,1:45 PM,9,75,5,1
481,3/17/2023,6:30 AM,4,82,86,10
482,4/3/2019,1:45 PM,5,70,68,9
483,10/8/2023,12:00 AM,14,96,35,11
484,11/9/2022,12:00 AM,8,75,70,5
485,12/4/2020,1:45 PM,12,75,92,7
486,6/3/2023,6:30 AM,7,50,38,14
487,12/26/2019,8:20 PM,14,40,73,8
488,7/28/2021,12:00 AM,8,51,1,5
489,6/5/2022,1:45 PM,10,69,52,7
490,10/13/2020,6:30 AM,11,39,11,10
491,5/24/2023,6:30 AM,14,37,98,2
492,8/19/2023,8:20 PM,15,48,51,8
493,2/25/2022,8:20 PM,10,91,70,6
494,4/20/2021,8:20 PM,9,93,97,14
495,10/14/2019,12:00 AM,14,52,13,2
496,12/5/2023,8:20 PM,9,51,31,4
497,6/5/2019,1:45 PM,14,12,86,12
498,1/7/2022,12:00 AM,9,82,29,14
499,11/20/2022,12:00 AM,10,41,38,8
500,9/13/2021,8:20 PM,13,17,71,10
501,5/5/2021,1:45 PM,12,70,51,7
502,8/6/2021,8:20 PM,1,76,83,4
503,12/4/2022,6:30 AM,7,10,26,11
504,8/28/2023,12:00 AM,11,49,6,7
505,4/29/2021,6:30 AM,10,21,44,5
506,9/14/2021,8:20 PM,14,96,41,1
507,11/26/2021,1:45 PM,1,35,34,14
508,11/2/2021,8:20 PM,14,3,83,8
509,4/10/2019,6:30 AM,2,68,28,11
510,6/6/2019,6:30 AM,3,49,36,5
511,5/15/2022,12:00 AM,6,82,48,9
512,9/10/2020,12:00 AM,8,82,28,14
513,6/4/2022,12:00 AM,9,34,94,6
514,5/21/2019,1:45 PM,8,54,77,6
515,9/26/2023,1:45 PM,7,51,99,12
516,2/1/2022,12:00 AM,4,35,12,14
517,12/1/2021,12:00 AM,13,70,82,12
518,5/18/2023,6:30 AM,6,85,96,5
519,10/16/2021,12:00 AM,6,22,5,1
520,8/14/2021,8:20 PM,3,20,74,4
521,11/29/2021,6:30 AM,1,50,70,15
522,10/2/2021,12:00 AM,1,8,78,6
523,11/16/2023,12:00 AM,3,64,82,6
524,5/14/2021,8:20 PM,10,65,20,5
525,2/21/2022,1:45 PM,2,18,57,7
526,10/29/2022,8:20 PM,7,13,50,12
527,11/28/2019,12:00 AM,9,63,92,13
528,5/6/2022,6:30 AM,11,31,70,13
529,7/22/2023,8:20 PM,15,17,1,5
530,1/13/2019,12:00 AM,10,74,17,5
531,6/18/2022,8:20 PM,13,62,57,2
532,7/1/2023,12:00 AM,8,89,61,4
533,10/29/2019,6:30 AM,3,19,62,12
534,4/14/2020,12:00 AM,4,3,77,8
535,10/18/2020,12:00 AM,7,20,62,14
536,2/10/2022,12:00 AM,15,84,6,3
537,1/1/2022,6:30 AM,4,86,67,6
538,6/2/2020,1:45 PM,14,91,2,13
539,3/21/2022,12:00 AM,2,86,89,3
540,4/20/2021,12:00 AM,14,69,19,11
541,6/28/2021,12:00 AM,3,67,82,7
542,8/10/2020,12:00 AM,4,34,43,12
543,2/26/2022,1:45 PM,14,42,85,13
544,10/11/2022,6:30 AM,1,33,5,11
545,2/27/2021,12:00 AM,4,89,29,4
546,2/17/2020,6:30 AM,15,79,83,6
547,2/29/2020,1:45 PM,5,92,62,13
548,7/3/2019,6:30 AM,13,95,31,8
549,6/27/2022,1:45 PM,8,70,70,11
550,12/8/2022,6:30 AM,10,19,80,4
551,6/28/2020,1:45 PM,14,30,13,6
552,7/25/2019,8:20 PM,15,95,16,11
553,3/1/2021,8:20 PM,10,65,45,4
554,8/2/2020,8:20 PM,2,54,40,5
555,9/22/2023,1:45 PM,13,7,97,8
556,4/4/2019,12:00 AM,6,13,7,7
557,10/22/2019,8:20 PM,5,65,20,5
558,11/24/2021,12:00 AM,1,34,3,6
559,5/18/2022,1:45 PM,8,68,77,2
560,7/10/2020,6:30 AM,13,27,99,7
561,12/22/2021,1:45 PM,6,6,90,15
562,12/19/2022,6:30 AM,7,58,71,4
563,7/21/2019,12:00 AM,8,15,73,8
564,12/2/2019,1:45 PM,12,86,27,9
565,8/7/2019,8:20 PM,14,27,6,15
566,10/26/2019,8:20 PM,13,89,52,7
567,3/2/2022,6:30 AM,12,43,2,15
568,10/5/2023,8:20 PM,10,60,12,9
569,12/1/2021,6:30 AM,7,18,89,3
570,3/23/2023,12:00 AM,12,21,77,13
571,2/21/2020,6:30 AM,15,20,56,11
572,9/14/2020,12:00 AM,6,27,64,8
573,12/14/2022,8:20 PM,14,87,4,6
574,1/28/2019,8:20 PM,5,25,54,3
575,8/6/2022,1:45 PM,4,36,54,7
576,1/16/2023,1:45 PM,7,9,60,14
577,12/28/2021,1:45 PM,14,67,52,5
578,6/14/2019,6:30 AM,1,69,49,2
579,7/25/2022,12:00 AM,3,24,68,8
580,4/9/2022,6:30 AM,15,73,85,6
581,12/5/2020,6:30 AM,2,14,27,1
582,3/26/2020,8:20 PM,1,82,60,4
583,7/17/2019,12:00 AM,6,90,93,11
